Timestamp,Temperature,Vibration,Motor_Current,Pressure,Noise,Machine_Health,Machine_Status,Remaining_Useful_Life_Days
2033-01-01 10:26:12,63.14,0.46,8.85,5.43,46.98,77.5,Slight Wear,173
2033-01-02 10:26:12,62.54,0.55,8.79,5.18,45.23,77.1,Slight Wear,172
2033-01-03 10:26:12,62.65,0.62,8.79,5.31,46.32,76.6,Slight Wear,171
2033-01-04 10:26:12,63.34,0.61,8.91,5.4,48.48,76.2,Slight Wear,170
2033-01-05 10:26:12,63.61,0.72,9.08,5.38,46.21,75.8,Slight Wear,169
2033-01-06 10:26:12,64.05,0.73,9.35,5.53,48.3,75.3,Slight Wear,168
2033-01-07 10:26:12,64.48,0.76,9.21,5.37,46.4,74.9,Slight Wear,167
2033-01-08 10:26:12,64.4,0.81,9.18,5.56,49.0,74.4,Slight Wear,166
2033-01-09 10:26:12,64.01,0.85,9.2,5.54,49.64,74.0,Slight Wear,165
2033-01-10 10:26:12,64.92,0.9,9.35,5.72,49.08,73.6,Slight Wear,164
2033-01-11 10:26:12,67.24,1.34,11.19,6.27,55.7,70.3,Slight Wear,163
2033-01-12 10:26:12,64.12,0.87,9.28,5.58,47.91,70.2,Slight Wear,162
2033-01-13 10:26:12,64.67,0.91,9.29,5.61,48.22,70.2,Slight Wear,161
2033-01-14 10:26:12,69.19,1.6,11.94,6.68,57.95,61.5,Slight Wear,160
2033-01-15 10:26:12,64.97,0.93,9.26,5.64,48.25,61.5,Slight Wear,159
2033-01-16 10:26:12,64.83,0.94,9.38,5.7,48.32,61.5,Slight Wear,158
2033-01-17 10:26:12,63.87,0.97,9.61,5.59,49.93,61.4,Slight Wear,157
2033-01-18 10:26:12,69.66,1.51,12.13,6.72,57.0,61.1,Slight Wear,156
2033-01-19 10:26:12,64.44,1.06,9.73,5.71,49.46,61.1,Slight Wear,155
2033-01-20 10:26:12,65.5,0.86,9.69,5.86,49.13,61.0,Slight Wear,154
2033-01-21 10:26:12,64.46,0.87,9.41,5.74,48.68,61.0,Slight Wear,153
2033-01-22 10:26:12,69.39,1.72,12.27,7.01,59.13,57.4,Moderate Wear,152
2033-01-23 10:26:12,65.78,1.01,10.11,5.84,52.42,57.4,Moderate Wear,151
2033-01-24 10:26:12,64.83,0.94,9.58,5.94,50.17,57.3,Moderate Wear,150
2033-01-25 10:26:12,65.14,1.03,9.58,5.98,52.36,57.3,Moderate Wear,149
2033-01-26 10:26:12,64.95,0.85,9.88,5.84,51.18,57.3,Moderate Wear,148
2033-01-27 10:26:12,64.69,0.89,9.67,5.74,51.56,57.2,Moderate Wear,147
2033-01-28 10:26:12,64.04,0.84,9.84,5.75,48.77,57.2,Moderate Wear,146
2033-01-29 10:26:12,66.01,1.01,10.08,5.96,50.23,57.2,Moderate Wear,145
2033-01-30 10:26:12,69.95,1.47,12.27,6.85,57.65,57.1,Moderate Wear,144
2033-01-31 10:26:12,66.32,0.87,10.01,5.89,52.27,57.1,Moderate Wear,143
2033-02-01 10:26:12,65.84,0.94,10.15,6.13,51.27,57.1,Moderate Wear,142
2033-02-02 10:26:12,66.03,1.12,10.29,6.0,54.65,57.0,Moderate Wear,141
2033-02-03 10:26:12,65.51,0.97,10.19,6.12,51.87,57.0,Moderate Wear,140
2033-02-04 10:26:12,66.13,1.05,10.31,6.29,51.02,57.0,Moderate Wear,139
2033-02-05 10:26:12,66.36,1.17,10.45,6.18,54.03,56.9,Moderate Wear,138
2033-02-06 10:26:12,71.93,1.73,12.91,7.03,65.15,48.4,Moderate Wear,137
2033-02-07 10:26:12,65.03,0.99,10.18,6.24,54.54,48.4,Moderate Wear,136
2033-02-08 10:26:12,66.06,1.16,10.15,6.25,53.6,48.4,Moderate Wear,135
2033-02-09 10:26:12,65.93,1.14,10.3,6.05,53.52,48.3,Moderate Wear,134
2033-02-10 10:26:12,67.27,1.25,10.62,6.24,55.78,48.3,Moderate Wear,133
2033-02-11 10:26:12,66.93,1.17,10.57,6.18,54.87,48.3,Moderate Wear,132
2033-02-12 10:26:12,,,,,,48.2,Moderate Wear,131
2033-02-13 10:26:12,71.36,2.21,13.33,7.23,65.72,43.8,Moderate Wear,130
2033-02-14 10:26:12,65.13,1.47,10.66,6.21,56.1,43.8,Moderate Wear,129
2033-02-15 10:26:12,72.19,2.07,13.44,7.41,63.58,43.2,Moderate Wear,128
2033-02-16 10:26:12,67.23,1.46,10.97,6.39,56.2,43.2,Moderate Wear,127
2033-02-17 10:26:12,66.39,1.6,10.54,6.3,57.06,43.2,Moderate Wear,126
2033-02-18 10:26:12,70.99,2.2,13.54,7.53,69.4,40.3,Moderate Wear,125
2033-02-19 10:26:12,67.58,1.6,11.02,6.53,55.55,40.3,Moderate Wear,124
2033-02-20 10:26:12,64.48,1.78,10.49,6.37,58.52,40.2,Moderate Wear,123
2033-02-21 10:26:12,65.12,1.76,10.96,6.48,57.88,40.2,Moderate Wear,122
2033-02-22 10:26:12,68.16,1.98,11.07,6.66,57.99,40.2,Moderate Wear,121
2033-02-23 10:26:12,64.08,1.8,10.87,6.23,56.94,40.1,Moderate Wear,120
2033-02-24 10:26:12,67.25,1.63,11.39,6.61,59.98,40.1,Moderate Wear,119
2033-02-25 10:26:12,66.89,2.02,11.33,6.55,58.76,40.1,Moderate Wear,118
2033-02-26 10:26:12,66.47,2.03,11.19,6.73,58.16,40.0,Moderate Wear,117
2033-02-27 10:26:12,72.45,2.35,13.68,7.64,68.07,36.4,Critical,116
2033-02-28 10:26:12,66.58,1.97,11.06,6.66,59.69,36.4,Critical,115
2033-03-01 10:26:12,67.94,1.89,11.17,6.68,61.36,36.3,Critical,114
2033-03-02 10:26:12,65.41,1.69,11.05,6.68,61.43,36.3,Critical,113
2033-03-03 10:26:12,69.36,1.93,12.1,7.24,66.5,36.3,Critical,112
2033-03-04 10:26:12,68.25,2.0,11.86,6.82,65.55,36.2,Critical,111
2033-03-05 10:26:12,68.38,2.04,11.66,6.93,62.48,36.2,Critical,110
2033-03-06 10:26:12,68.08,1.93,11.26,6.58,64.06,36.2,Critical,109
2033-03-07 10:26:12,70.56,2.08,12.33,7.26,64.99,36.1,Critical,108
2033-03-08 10:26:12,68.49,1.94,11.94,7.28,61.29,36.1,Critical,107
2033-03-09 10:26:12,68.11,1.98,11.6,6.93,66.22,36.1,Critical,106
2033-03-10 10:26:12,71.79,2.9,14.84,8.15,70.1,26.5,Critical,105
2033-03-11 10:26:12,69.78,1.77,12.51,7.22,58.26,26.5,Critical,104
2033-03-12 10:26:12,69.8,2.15,12.16,7.28,65.25,26.5,Critical,103
2033-03-13 10:26:12,70.83,1.87,12.25,7.34,66.13,26.4,Critical,102
2033-03-14 10:26:12,70.26,2.1,12.21,7.26,63.58,26.4,Critical,101
2033-03-15 10:26:12,68.64,1.93,12.41,7.37,64.16,26.4,Critical,100
2033-03-16 10:26:12,69.25,2.0,12.19,7.29,67.29,26.3,Critical,99
2033-03-17 10:26:12,70.48,2.31,12.38,7.08,64.54,26.3,Critical,98
2033-03-18 10:26:12,70.34,2.05,12.46,7.35,65.79,26.3,Critical,97
2033-03-19 10:26:12,70.7,1.95,12.56,7.24,68.81,26.2,Critical,96
2033-03-20 10:26:12,68.77,2.02,12.42,7.44,65.45,26.2,Critical,95
2033-03-21 10:26:12,72.85,2.81,15.48,8.2,73.92,21.1,Critical,94
2033-03-22 10:26:12,67.13,2.0,12.03,7.28,64.79,21.1,Critical,93
2033-03-23 10:26:12,70.08,2.3,12.9,7.43,62.18,21.0,Critical,92
2033-03-24 10:26:12,75.61,2.79,15.29,8.69,73.23,14.3,Failure,91
2033-03-25 10:26:12,69.95,2.17,13.41,7.64,66.67,14.3,Failure,90
2033-03-26 10:26:12,69.97,2.39,13.15,7.63,67.08,14.2,Failure,89
2033-03-27 10:26:12,70.03,3.4,14.54,8.24,77.88,14.2,Failure,88
2033-03-28 10:26:12,70.53,2.61,12.94,7.87,70.86,14.2,Failure,87
2033-03-29 10:26:12,73.76,2.84,15.01,8.42,76.67,14.1,Failure,86
2033-03-30 10:26:12,72.31,2.45,13.24,7.88,69.0,14.1,Failure,85
2033-03-31 10:26:12,68.57,2.61,13.01,7.59,67.57,14.1,Failure,84
2033-04-01 10:26:12,69.67,2.39,13.52,7.59,69.01,14.0,Failure,83
2033-04-02 10:26:12,70.44,3.09,13.3,7.94,76.15,14.0,Failure,82
2033-04-03 10:26:12,74.37,3.11,15.71,8.8,81.95,7.0,Failure,81
2033-04-04 10:26:12,71.61,2.51,13.45,7.83,67.69,6.9,Failure,80
2033-04-05 10:26:12,72.89,3.05,13.79,8.48,71.35,6.9,Failure,79
2033-04-06 10:26:12,70.93,2.97,13.41,7.59,72.8,6.9,Failure,78
2033-04-07 10:26:12,70.83,3.06,13.62,7.9,74.98,6.8,Failure,77
2033-04-08 10:26:12,71.79,2.49,13.21,7.82,73.35,6.8,Failure,76
2033-04-09 10:26:12,67.92,3.08,12.8,8.01,74.77,6.8,Failure,75
2033-04-10 10:26:12,70.08,2.84,13.63,8.02,75.09,6.7,Failure,74
2033-04-11 10:26:12,75.8,3.91,16.88,9.46,82.73,0.0,Failure,73
2033-04-12 10:26:12,73.84,3.13,14.29,8.24,71.06,0.0,Failure,72
2033-04-13 10:26:12,73.93,2.95,14.36,8.39,72.91,0.0,Failure,71
2033-04-14 10:26:12,75.29,3.74,16.37,8.78,75.73,0.0,Failure,70
2033-04-15 10:26:12,70.78,3.43,13.98,8.61,72.73,0.0,Failure,69
2033-04-16 10:26:12,72.62,3.49,15.14,8.27,79.01,0.0,Failure,68
2033-04-17 10:26:12,71.55,2.97,14.69,8.44,73.76,0.0,Failure,67
2033-04-18 10:26:12,70.9,3.67,13.5,8.48,76.36,0.0,Failure,66
2033-04-19 10:26:12,77.63,3.61,18.36,9.79,76.93,0.0,Failure,65
2033-04-20 10:26:12,71.85,3.57,14.79,8.38,70.63,0.0,Failure,64
2033-04-21 10:26:12,76.35,2.91,15.04,8.65,78.24,0.0,Failure,63
2033-04-22 10:26:12,73.16,3.59,14.4,8.57,83.06,0.0,Failure,62
2033-04-23 10:26:12,72.48,3.5,15.4,8.71,77.37,0.0,Failure,61
2033-04-24 10:26:12,70.73,2.98,14.74,8.61,81.96,0.0,Failure,60
2033-04-25 10:26:12,71.43,3.17,14.33,8.23,74.47,0.0,Failure,59
2033-04-26 10:26:12,77.34,3.23,15.22,9.33,75.9,0.0,Failure,58
2033-04-27 10:26:12,72.3,3.19,14.45,8.49,79.22,0.0,Failure,57
2033-04-28 10:26:12,70.07,3.51,14.24,8.72,86.78,0.0,Failure,56
2033-04-29 10:26:12,75.82,3.65,17.01,9.76,87.0,0.0,Failure,55
2033-04-30 10:26:12,74.46,3.78,15.05,8.94,78.14,0.0,Failure,54
2033-05-01 10:26:12,73.64,3.59,15.42,8.68,79.5,0.0,Failure,53
2033-05-02 10:26:12,74.42,3.11,15.57,9.35,74.28,0.0,Failure,52
2033-05-03 10:26:12,74.53,3.37,15.46,8.99,81.05,0.0,Failure,51
2033-05-04 10:26:12,76.11,3.66,15.55,9.37,82.02,0.0,Failure,50
2033-05-05 10:26:12,74.29,4.26,15.5,9.28,84.33,0.0,Failure,49
2033-05-06 10:26:12,74.46,3.77,15.61,9.12,79.98,0.0,Failure,48
2033-05-07 10:26:12,80.92,4.28,18.1,10.1,85.96,0.0,Failure,47
2033-05-08 10:26:12,78.42,4.4,18.64,9.94,90.9,0.0,Failure,46
2033-05-09 10:26:12,74.55,4.04,15.81,9.34,84.6,0.0,Failure,45
2033-05-10 10:26:12,,,,,,0.0,Failure,44
2033-05-11 10:26:12,75.1,4.45,16.05,9.25,84.11,0.0,Failure,43
2033-05-12 10:26:12,81.05,4.62,18.85,10.73,86.22,0.0,Failure,42
2033-05-13 10:26:12,77.28,4.78,16.46,9.37,86.8,0.0,Failure,41
2033-05-14 10:26:12,76.68,4.5,16.98,9.76,94.92,0.0,Failure,40
2033-05-15 10:26:12,81.03,4.67,17.95,10.24,88.59,0.0,Failure,39
2033-05-16 10:26:12,73.8,3.61,16.17,9.23,84.58,0.0,Failure,38
2033-05-17 10:26:12,77.82,4.69,16.75,9.87,88.75,0.0,Failure,37
2033-05-18 10:26:12,79.56,4.62,19.42,11.17,90.15,0.0,Failure,36
2033-05-19 10:26:12,80.0,4.47,17.44,10.37,85.36,0.0,Failure,35
2033-05-20 10:26:12,74.68,4.58,16.08,9.27,87.27,0.0,Failure,34
2033-05-21 10:26:12,76.69,4.39,17.51,9.89,93.89,0.0,Failure,33
2033-05-22 10:26:12,78.95,4.76,17.15,10.29,95.83,0.0,Failure,32
2033-05-23 10:26:12,73.85,4.2,16.68,9.88,92.39,0.0,Failure,31
2033-05-24 10:26:12,77.07,4.34,16.84,10.24,87.29,0.0,Failure,30
2033-05-25 10:26:12,76.99,4.62,17.02,10.06,91.52,0.0,Failure,29
2033-05-26 10:26:12,76.08,5.17,16.9,10.42,95.46,0.0,Failure,28
2033-05-27 10:26:12,81.19,5.52,18.92,10.82,95.42,0.0,Failure,27
2033-05-28 10:26:12,77.85,4.51,17.82,9.9,90.13,0.0,Failure,26
2033-05-29 10:26:12,74.91,4.9,17.37,9.76,90.74,0.0,Failure,25
2033-05-30 10:26:12,77.28,5.14,17.88,10.32,106.21,0.0,Failure,24
2033-05-31 10:26:12,81.2,5.32,18.03,10.24,92.18,0.0,Failure,23
2033-06-01 10:26:12,81.68,4.26,18.4,10.53,94.35,0.0,Failure,22
2033-06-02 10:26:12,77.56,4.58,18.51,10.51,91.24,0.0,Failure,21
2033-06-03 10:26:12,78.33,5.5,19.19,11.08,102.47,0.0,Failure,20
2033-06-04 10:26:12,79.36,4.92,17.84,10.52,93.79,0.0,Failure,19
2033-06-05 10:26:12,81.32,5.76,20.71,10.98,104.28,0.0,Failure,18
2033-06-06 10:26:12,77.53,4.98,18.64,10.32,102.05,0.0,Failure,17
2033-06-07 10:26:12,75.33,4.56,18.01,10.25,96.41,0.0,Failure,16
2033-06-08 10:26:12,81.28,4.58,18.39,10.79,92.1,0.0,Failure,15
2033-06-09 10:26:12,80.8,4.53,18.49,10.97,91.15,0.0,Failure,14
2033-06-10 10:26:12,82.35,6.32,20.03,11.3,112.91,0.0,Failure,13
2033-06-11 10:26:12,80.44,5.26,18.45,10.87,104.0,0.0,Failure,12
2033-06-12 10:26:12,79.57,6.64,20.66,11.27,109.85,0.0,Failure,11
2033-06-13 10:26:12,76.73,4.42,18.66,10.67,103.04,0.0,Failure,10
2033-06-14 10:26:12,80.27,4.52,19.28,10.97,100.54,0.0,Failure,9
2033-06-15 10:26:12,77.51,5.23,18.23,10.7,102.53,0.0,Failure,8
2033-06-16 10:26:12,81.04,5.75,19.65,10.62,102.01,0.0,Failure,7
2033-06-17 10:26:12,75.9,5.81,18.05,10.54,102.49,0.0,Failure,6
2033-06-18 10:26:12,79.22,5.45,18.68,11.67,101.31,0.0,Failure,5
2033-06-19 10:26:12,86.16,5.91,19.27,11.48,111.81,0.0,Failure,4
2032-07-30 10:26:12,61.78,0.24,8.21,5.11,41.25,99.5,Healthy,358
2032-07-31 10:26:12,61.57,0.22,8.24,5.07,42.41,99.4,Healthy,357
2032-08-01 10:26:12,61.35,0.21,8.07,5.02,42.33,99.4,Healthy,356
2032-08-02 10:26:12,61.4,0.24,8.14,5.01,42.52,99.4,Healthy,355
2032-08-03 10:26:12,61.33,0.25,8.18,5.01,42.69,99.3,Healthy,354
2032-08-04 10:26:12,62.0,0.18,8.24,5.05,42.24,99.2,Healthy,353
2032-08-05 10:26:12,61.28,0.24,8.19,5.0,42.3,99.2,Healthy,352
2032-08-06 10:26:12,61.45,0.19,8.13,5.02,41.06,99.1,Healthy,351
2032-08-07 10:26:12,61.7,0.22,8.11,5.14,41.85,99.1,Healthy,350
2032-08-08 10:26:12,61.39,0.24,8.07,5.0,42.21,99.1,Healthy,349
2032-08-09 10:26:12,61.53,0.21,8.2,5.03,42.27,99.0,Healthy,348
2032-08-10 10:26:12,61.29,0.25,8.15,4.96,42.13,99.0,Healthy,347
2032-08-11 10:26:12,61.03,0.21,8.06,5.01,42.43,99.0,Healthy,346
2032-08-12 10:26:12,61.37,0.24,8.03,5.11,42.53,98.9,Healthy,345
2032-08-13 10:26:12,61.15,0.22,8.12,4.97,42.34,98.9,Healthy,344
2032-08-14 10:26:12,61.41,0.21,8.05,5.05,41.4,98.9,Healthy,343
2032-08-15 10:26:12,61.73,0.27,8.14,5.07,42.41,98.8,Healthy,342
2032-08-16 10:26:12,61.74,0.22,8.15,4.93,41.98,98.8,Healthy,341
2032-08-17 10:26:12,61.15,0.22,8.12,5.01,41.66,98.8,Healthy,340
2032-08-18 10:26:12,61.39,0.2,8.15,4.92,41.51,98.7,Healthy,339
2032-08-19 10:26:12,61.3,0.22,8.09,4.94,42.16,98.7,Healthy,338
2032-08-20 10:26:12,61.57,0.21,8.17,5.09,40.72,98.7,Healthy,337
2032-08-21 10:26:12,60.95,0.17,8.03,5.0,42.08,98.6,Healthy,336
2032-08-22 10:26:12,61.1,0.2,8.05,5.04,41.44,98.6,Healthy,335
2032-08-23 10:26:12,61.06,0.22,8.13,5.06,41.9,98.6,Healthy,334
2032-08-24 10:26:12,61.25,0.25,8.1,4.87,42.29,98.5,Healthy,333
2032-08-25 10:26:12,60.51,0.23,8.01,5.13,41.18,98.5,Healthy,332
2032-08-26 10:26:12,60.78,0.22,8.22,5.03,42.93,98.5,Healthy,331
2032-08-27 10:26:12,60.81,0.22,8.04,4.98,41.42,98.4,Healthy,330
2032-08-28 10:26:12,61.47,0.18,8.05,5.07,41.59,98.4,Healthy,329
2032-08-29 10:26:12,61.33,0.19,8.21,5.0,41.53,98.4,Healthy,328
2032-08-30 10:26:12,61.24,0.2,8.14,5.04,41.47,98.3,Healthy,327
2032-08-31 10:26:12,61.19,0.16,8.14,5.05,41.37,98.3,Healthy,326
2032-09-01 10:26:12,61.41,0.26,8.23,4.97,42.19,98.3,Healthy,325
2032-09-02 10:26:12,61.68,0.17,8.1,5.09,41.76,98.2,Healthy,324
2032-09-03 10:26:12,61.35,0.22,8.13,4.97,42.02,98.2,Healthy,323
2032-09-04 10:26:12,61.73,0.2,8.21,5.04,42.38,98.2,Healthy,322
2032-09-05 10:26:12,61.2,0.18,8.21,5.04,41.45,98.1,Healthy,321
2032-09-06 10:26:12,60.94,0.24,8.14,4.94,42.57,98.1,Healthy,320
2032-09-07 10:26:12,61.94,0.24,8.07,5.0,41.3,98.1,Healthy,319
2032-09-08 10:26:12,61.0,0.26,8.17,5.03,41.46,98.0,Healthy,318
2032-09-09 10:26:12,61.42,0.22,8.06,5.02,41.82,98.0,Healthy,317
2032-09-10 10:26:12,61.71,0.24,8.07,4.93,42.3,98.0,Healthy,316
2032-09-11 10:26:12,61.26,0.22,8.15,4.96,41.32,97.9,Healthy,315
2032-09-12 10:26:12,61.71,0.25,8.13,5.02,41.77,97.9,Healthy,314
2032-09-13 10:26:12,61.2,0.23,8.14,5.04,40.43,97.9,Healthy,313
2032-09-14 10:26:12,61.08,0.21,8.05,5.04,42.1,97.8,Healthy,312
2032-09-15 10:26:12,61.02,0.15,8.09,4.96,41.3,97.8,Healthy,311
2032-09-16 10:26:12,61.2,0.22,8.03,5.03,41.29,97.8,Healthy,310
2032-09-17 10:26:12,61.2,0.17,8.05,5.01,41.45,97.7,Healthy,309
2032-09-18 10:26:12,61.01,0.19,8.14,5.05,41.98,97.7,Healthy,308
2032-09-19 10:26:12,61.45,0.23,8.17,5.0,41.13,97.7,Healthy,307
2032-09-20 10:26:12,62.49,0.16,8.32,5.21,42.0,96.8,Healthy,306
2032-09-21 10:26:12,61.63,0.24,8.28,4.89,42.15,96.8,Healthy,305
2032-09-22 10:26:12,61.32,0.21,8.2,4.98,42.93,96.8,Healthy,304
2032-09-23 10:26:12,61.57,0.26,8.1,4.97,42.69,96.7,Healthy,303
2032-09-24 10:26:12,61.36,0.21,8.17,4.92,42.26,96.7,Healthy,302
2032-09-25 10:26:12,61.08,0.26,8.21,4.94,41.87,96.7,Healthy,301
2032-09-26 10:26:12,61.9,0.23,8.2,4.93,42.88,96.6,Healthy,300
2032-09-27 10:26:12,61.09,0.19,8.16,5.09,42.05,96.6,Healthy,299
2032-09-28 10:26:12,60.98,0.19,8.17,4.92,41.92,96.6,Healthy,298
2032-09-29 10:26:12,61.22,0.22,8.2,5.0,41.51,96.5,Healthy,297
2032-09-30 10:26:12,61.13,0.18,8.16,4.99,41.94,96.5,Healthy,296
2032-10-01 10:26:12,60.94,0.19,8.11,5.05,42.45,96.5,Healthy,295
2032-10-02 10:26:12,61.8,0.14,8.16,5.03,40.98,96.4,Healthy,294
2032-10-03 10:26:12,60.89,0.23,8.11,5.09,41.73,96.4,Healthy,293
2032-10-04 10:26:12,61.66,0.22,8.17,5.11,41.63,96.4,Healthy,292
2032-10-05 10:26:12,61.39,0.18,8.18,5.05,41.77,96.3,Healthy,291
2032-10-06 10:26:12,60.89,0.18,8.1,5.05,41.9,96.3,Healthy,290
2032-10-07 10:26:12,61.11,0.22,8.06,5.02,41.78,96.3,Healthy,289
2032-10-08 10:26:12,61.08,0.23,8.09,5.07,41.45,96.2,Healthy,288
2032-10-09 10:26:12,61.21,0.2,8.12,5.0,41.73,96.2,Healthy,287
2032-10-10 10:26:12,61.07,0.22,8.16,4.95,41.58,96.2,Healthy,286
2032-10-11 10:26:12,,,,,,96.1,Healthy,285
2032-10-12 10:26:12,60.96,0.22,8.12,4.95,43.02,96.1,Healthy,284
2032-10-13 10:26:12,61.48,0.23,8.2,5.06,42.5,96.1,Healthy,283
2032-10-14 10:26:12,61.27,0.19,8.17,4.97,40.78,96.0,Healthy,282
2032-10-15 10:26:12,60.95,0.23,8.16,4.98,40.87,96.0,Healthy,281
2032-10-16 10:26:12,60.76,0.26,8.13,4.99,40.98,96.0,Healthy,280
2032-10-17 10:26:12,60.77,0.23,8.12,4.97,42.42,95.9,Healthy,279
2032-10-18 10:26:12,60.78,0.2,8.06,5.16,41.86,95.9,Healthy,278
2032-10-19 10:26:12,60.95,0.22,8.19,4.92,41.12,95.9,Healthy,277
2032-10-20 10:26:12,61.17,0.23,8.25,4.95,41.43,95.8,Healthy,276
2032-10-21 10:26:12,61.01,0.22,8.17,5.04,41.52,95.8,Healthy,275
2032-10-22 10:26:12,61.54,0.23,8.23,5.07,42.1,95.8,Healthy,274
2032-10-23 10:26:12,61.12,0.22,8.19,4.99,41.81,95.7,Healthy,273
2032-10-24 10:26:12,61.11,0.21,8.07,4.95,42.12,95.7,Healthy,272
2032-10-25 10:26:12,61.8,0.2,8.27,5.1,40.8,95.7,Healthy,271
2032-10-26 10:26:12,60.69,0.22,8.18,5.0,40.85,95.6,Healthy,270
2032-10-27 10:26:12,61.8,0.25,8.2,5.12,42.14,95.6,Healthy,269
2032-10-28 10:26:12,61.15,0.21,8.1,5.04,41.57,95.6,Healthy,268
2032-10-29 10:26:12,60.81,0.23,8.16,5.03,40.91,95.5,Healthy,267
2032-10-30 10:26:12,61.22,0.25,8.14,5.01,40.74,95.5,Healthy,266
2032-10-31 10:26:12,61.46,0.23,8.02,5.04,41.21,95.5,Healthy,265
2032-11-01 10:26:12,60.9,0.23,8.13,5.02,41.08,95.4,Healthy,264
2032-11-02 10:26:12,61.56,0.19,8.15,5.07,41.67,95.4,Healthy,263
2032-11-03 10:26:12,60.88,0.27,8.01,4.83,42.55,95.4,Healthy,262
2032-11-04 10:26:12,61.37,0.28,8.27,4.93,42.18,95.3,Healthy,261
2032-11-05 10:26:12,61.22,0.27,8.1,4.97,40.67,95.3,Healthy,260
2032-11-06 10:26:12,60.67,0.2,8.07,4.89,41.58,95.3,Healthy,259
2032-11-07 10:26:12,61.61,0.23,8.2,5.07,42.1,95.2,Healthy,258
2032-11-08 10:26:12,61.56,0.22,8.03,5.05,42.73,95.2,Healthy,257
2032-11-09 10:26:12,61.87,0.22,8.05,5.09,41.8,95.2,Healthy,256
2032-11-10 10:26:12,61.69,0.25,8.21,4.99,42.38,95.1,Healthy,255
2032-11-11 10:26:12,61.63,0.23,8.18,5.03,41.67,95.1,Healthy,254
2032-11-12 10:26:12,61.11,0.21,8.03,4.97,42.84,95.1,Healthy,253
2032-11-13 10:26:12,61.72,0.27,8.19,5.05,41.53,95.0,Healthy,252
2032-11-14 10:26:12,60.99,0.23,8.09,5.05,41.92,95.0,Healthy,251
2032-11-15 10:26:12,61.48,0.21,8.08,5.04,41.22,95.0,Healthy,250
2032-11-16 10:26:12,61.19,0.27,8.18,4.95,40.7,94.9,Healthy,249
2032-11-17 10:26:12,60.79,0.26,8.06,5.02,40.67,94.9,Healthy,248
2032-11-18 10:26:12,60.95,0.22,8.11,5.03,41.25,94.9,Healthy,247
2032-11-19 10:26:12,60.81,0.2,7.99,5.04,41.29,94.8,Healthy,246
2032-11-20 10:26:12,60.8,0.28,8.2,5.01,41.76,94.8,Healthy,245
2032-11-21 10:26:12,61.17,0.18,8.11,5.07,42.07,94.8,Healthy,244
2032-11-22 10:26:12,61.09,0.18,8.06,4.99,42.14,94.7,Healthy,243
2032-11-23 10:26:12,60.94,0.19,8.1,5.03,41.57,94.7,Healthy,242
2032-11-24 10:26:12,61.39,0.24,8.04,4.99,41.6,94.7,Healthy,241
2032-11-25 10:26:12,61.36,0.23,8.13,4.96,42.47,94.6,Healthy,240
2032-11-26 10:26:12,61.48,0.21,8.04,5.06,41.42,94.6,Healthy,239
2032-11-27 10:26:12,61.64,0.19,8.06,5.14,41.86,94.6,Healthy,238
2032-11-28 10:26:12,61.64,0.21,8.07,5.05,41.63,94.5,Healthy,237
2032-11-29 10:26:12,61.22,0.23,8.12,5.01,41.6,94.5,Healthy,236
2032-11-30 10:26:12,,,,,,94.5,Healthy,235
2032-12-01 10:26:12,61.47,0.24,8.1,4.97,41.19,94.4,Healthy,234
2032-12-02 10:26:12,60.64,0.3,8.03,5.0,42.14,94.4,Healthy,233
2032-12-03 10:26:12,61.04,0.22,8.15,5.07,41.59,94.4,Healthy,232
2032-12-04 10:26:12,60.83,0.23,8.13,5.07,42.07,94.3,Healthy,231
2032-12-05 10:26:12,60.19,0.25,8.0,4.97,41.4,94.3,Healthy,230
2032-12-06 10:26:12,61.38,0.21,8.09,4.92,40.21,94.3,Healthy,229
2032-12-07 10:26:12,61.68,0.22,8.18,4.93,41.68,94.2,Healthy,228
2032-12-08 10:26:12,60.84,0.24,8.15,5.03,42.57,94.2,Healthy,227
2032-12-09 10:26:12,60.62,0.16,8.06,4.95,42.27,94.2,Healthy,226
2032-12-10 10:26:12,61.51,0.24,8.12,5.06,42.07,94.1,Healthy,225
2032-12-11 10:26:12,61.11,0.21,8.19,5.11,41.65,94.1,Healthy,224
2032-12-12 10:26:12,61.62,0.24,8.21,4.97,42.64,94.1,Healthy,223
2032-12-13 10:26:12,61.48,0.21,8.13,5.09,41.68,94.0,Healthy,222
2032-12-14 10:26:12,61.79,0.23,8.14,5.1,41.92,94.0,Healthy,221
2032-12-15 10:26:12,61.23,0.2,8.05,4.97,40.7,94.0,Healthy,220
2032-12-16 10:26:12,61.76,0.19,8.15,4.96,42.12,93.9,Healthy,219
2032-12-17 10:26:12,60.86,0.21,8.09,5.02,41.54,93.9,Healthy,218
2032-12-18 10:26:12,60.97,0.2,8.25,5.12,41.23,93.9,Healthy,217
2032-12-19 10:26:12,61.49,0.15,8.1,5.05,41.81,93.8,Healthy,216
2032-12-20 10:26:12,60.72,0.21,8.12,5.01,40.71,93.8,Healthy,215
2032-12-21 10:26:12,61.37,0.21,8.19,5.11,42.6,93.8,Healthy,214
2032-12-22 10:26:12,61.25,0.21,8.17,5.08,41.74,93.7,Healthy,213
2032-12-23 10:26:12,61.39,0.26,8.22,5.01,42.01,93.7,Healthy,212
